Resource,Country_Name,Year,Country_Code,P_electricity_USD_per_GWh,energy_prod_GWh,nat_contrib,gep
Wind energy,"Korea, Rep.",2015,KOR,101000.0,1342.0,0.1105925355847609,14989933.458229663
Wind energy,Lebanon,2015,LBN,133000.0,6.0,0.4524440307854767,361050.3365668104
Wind energy,Sri Lanka,2015,LKA,203000.0,343.197,0.6012980831282483,41891830.741779186
Wind energy,Lithuania,2015,LTU,123000.0,810.0,0.2940213020122397,29293342.319479443
Wind energy,Morocco,2015,MAR,130000.0,2534.6420000000003,0.2109776320797357,69517859.75287992
Wind energy,Madagascar,2015,MDG,150000.0,0.465,0.6960605919604436,48550.22628924094
Wind energy,Mexico,2015,MEX,137000.0,8745.0,0.0667641130886389,79987747.14754017
Wind energy,North Macedonia,2015,MKD,182000.0,120.768,0.2524985542940586,5549861.663707246
Wind energy,Mauritius,2015,MUS,229000.0,2.686,0.7766147045297278,477691.04506800836
Wind energy,Namibia,2015,NAM,181000.0,0.572,0.698282236669439,72294.55652686035
Wind energy,Norway,2015,NOR,129000.0,2515.0,0.3880726846872012,125904361.45649213
Wind energy,Nepal,2015,NPL,114000.0,0.121,0.5220778727294588,7201.542176430155
Wind energy,New Zealand,2015,NZL,143000.0,2364.0,0.7912813262230924,267494234.89236885
Wind energy,Pakistan,2015,PAK,193000.0,621.772,0.7800842041701911,93611661.54849446
Wind energy,Panama,2015,PAN,242000.0,165.63,0.400766022280752,16063688.057427349
Wind energy,Peru,2015,PER,145000.0,595.5740000000001,0.6776867660438319,58523829.60996944
Wind energy,Philippines,2015,PHL,194000.0,748.414,0.6500370015123148,94380377.73526849
Wind energy,Portugal,2015,PRT,296000.0,11607.638,0.0504619255882646,173380154.4434077
Wind energy,Romania,2015,ROU,87000.0,7062.93,0.3222633903972776,198022767.81066203
Wind energy,Russian Federation,2015,RUS,112000.0,6.0,0.1066378211818973,71660.61583423498
Wind energy,Slovak Republic,2015,SVK,155000.0,6.0,0.3139643923700971,291986.8849041903
Wind energy,Slovenia,2015,SVN,139000.0,6.028,0.717590553261663,601263.3838535212
Wind energy,Sweden,2015,SWE,133000.0,16322.0,0.6596208687072103,1431922131.9321985
Wind energy,Thailand,2015,THA,167000.0,328.6,0.3063078585544134,16809011.307603702
Wind energy,Turkiye,2015,TUR,140000.0,11652.487,0.5204747134597352,849075476.5385604
Wind energy,Uruguay,2015,URY,194000.0,2056.844,0.9097294523304448,363007283.7359373
Wind energy,United States,2015,USA,153000.0,192992.0,0.2752754544811223,8128271958.216775
Wind energy,"Venezuela, RB",2015,VEN,8207000.0,74.29,0.8556066778734532,521661705.954289
Wind energy,Vietnam,2015,VNM,116000.0,313.4,0.4870282820512552,17705620.97700415
Wind energy,Argentina,2016,ARG,88000.0,548.0,0.2046517225561266,9869124.668546649
Wind energy,Armenia,2016,ARM,91000.0,1.8,0.2327222680620827,38119.907508569144
Wind energy,Australia,2016,AUS,193000.0,12199.0,0.0665097512519349,156591023.91581428
Wind energy,Austria,2016,AUT,95000.0,5234.838,0.5515194386655516,274275916.9501844
Wind energy,Belgium,2016,BEL,169000.0,5419.5,0.522151294704974,478236021.1394595
Wind energy,Bangladesh,2016,BGD,93000.0,5.0809999999999995,0.8190123398962065,387010.3580081741
Wind energy,Bosnia and Herzegovina,2016,BIH,118000.0,0.8,0.5470876787619139,51645.07687512468
Wind energy,Belize,2016,BLZ,195000.0,0.025,0.4853165026691478,2365.9179505120956
Wind energy,Bolivia,2016,BOL,178000.0,34.911,0.0263420619659108,163693.73510196034
Wind energy,Brazil,2016,BRA,182000.0,33488.872,0.7572048796876025,4615144587.441301
Wind energy,Canada,2016,CAN,155000.0,30930.0,0.7088501135593793,3398333771.920698
Wind energy,Switzerland,2016,CHE,150000.0,109.0,0.8259313054078249,13503976.843417937
Wind energy,Chile,2016,CHL,105000.0,2449.0,0.6386078846999778,164214824.51117578
Wind energy,China,2016,CHN,143000.0,242387.69900000002,0.4721606418481143,16365768209.63764
Wind energy,Colombia,2016,COL,150000.0,50.887,0.4777410377588614,3646621.228265277
Wind energy,Costa Rica,2016,CRI,245000.0,1147.305,0.2439530208653763,68572687.5479679
Wind energy,Germany,2016,DEU,266000.0,79924.0,0.7510928445438393,15968071638.947601
Wind energy,Ecuador,2016,ECU,107000.0,83.959,0.398193354228678,3577214.993562357
Wind energy,"Egypt, Arab Rep.",2016,EGY,109000.0,2070.445,0.4636505436061391,104635961.52347079
Wind energy,Spain,2016,ESP,159000.0,48905.0,0.5342499286546226,4154271348.9758368
Wind energy,Ethiopia,2016,ETH,44000.0,786.011,0.4297583629155745,14862971.22611988
Wind energy,Finland,2016,FIN,127000.0,3068.041,0.6605022391205757,257358889.67714378
Wind energy,France,2016,FRA,145000.0,21380.985,0.5299723699419034,1643043037.360632
Wind energy,United Kingdom,2016,GBR,155000.0,37159.0,0.3195280913167451,1840368373.5120344
Wind energy,Georgia,2016,GEO,98000.0,9.026,0.5064524731156609,447981.52218951157
Wind energy,Ghana,2016,GHA,193000.0,0.035,0.80678658623838,5449.843390040258
Wind energy,Greece,2016,GRC,222000.0,5145.896,0.0358000095430099,40897533.9514287
Wind energy,Honduras,2016,HND,172000.0,586.298,0.2295992270907866,23153533.63491833
Wind energy,Croatia,2016,HRV,162000.0,1014.248,0.3484325208892526,57250311.96639499
Wind energy,Indonesia,2016,IDN,111000.0,5.7,0.3420212203323913,216396.826104304
Wind energy,India,2016,IND,206000.0,36273.128,0.0889229508463391,664455797.106515
Wind energy,Ireland,2016,IRL,214000.0,6147.043,0.7050162829966358,927425797.1580245
Wind energy,Iceland,2016,ISL,88000.0,9.21,0.5563777315032754,450933.0238287747
Wind energy,Italy,2016,ITA,216000.0,17688.67,0.582551178722631,2225784000.643698
Wind energy,Japan,2016,JPN,226000.0,6166.0,0.7096593169555776,988921612.7266687
Wind energy,Kazakhstan,2016,KAZ,98000.0,274.983,0.2205779975524355,5944209.551094214
Wind energy,Kenya,2016,KEN,176000.0,61.175,0.8365392656584913,9006850.965491844
Wind energy,Cambodia,2016,KHM,178000.0,0.3,0.1675486822513094,8947.09963221992
Wind energy,"Korea, Rep.",2016,KOR,90000.0,1683.0,0.2858392326760323,43296068.57343861
Wind energy,Lebanon,2016,LBN,132000.0,6.0,0.2878033556041175,227940.25763846107
Wind energy,Sri Lanka,2016,LKA,201000.0,345.1,0.4011033721707916,27822575.52096418
Wind energy,Lithuania,2016,LTU,107000.0,1136.0,0.4381700052516284,53260440.47834594
Wind energy,Latvia,2016,LVA,152000.0,127.889,0.2469210121045392,4799929.160189687
Wind energy,Madagascar,2016,MDG,131000.0,0.465,0.682718696907346,41587.80942211098
Wind energy,North Macedonia,2016,MKD,170000.0,109.482,0.2575498833249289,4793502.975450577
Wind energy,Mauritius,2016,MUS,216000.0,17.952,0.724621076489513,2809813.874070184
Wind energy,Namibia,2016,NAM,173000.0,0.572,0.6387097690964599,63204.163910709285
Wind energy,Norway,2016,NOR,113000.0,2116.0,0.4546607264279168,108713016.97472633
Wind energy,Nepal,2016,NPL,104000.0,0.121,0.5130948188933281,6456.78520095364
Wind energy,New Zealand,2016,NZL,132000.0,2341.0,0.8059267211467543,249041027.95500085
Wind energy,Pakistan,2016,PAK,190000.0,1060.272,0.7830345435629613,157743624.29879174
Wind energy,Panama,2016,PAN,249000.0,616.93,0.4236358433541536,65077061.54927901
Wind energy,Peru,2016,PER,132000.0,1059.596,0.5919184593383514,82789665.00302254
Wind energy,Philippines,2016,PHL,176000.0,975.219,0.5619207286717203,96447255.71263312
Wind energy,Poland,2016,POL,151000.0,12587.59,0.0425097091849465,80799313.32614045
Wind energy,Portugal,2016,PRT,183000.0,12474.096,0.375980556899463,858273213.6442176
Wind energy,Romania,2016,ROU,85000.0,6590.0,0.344078343645179,192735484.192847
Wind energy,Russian Federation,2016,RUS,98000.0,6.0,0.1863236493903801,109558.30584154351
Wind energy,Slovak Republic,2016,SVK,143000.0,6.0,0.3895598057713759,334242.31335184054
Wind energy,Slovenia,2016,SVN,147000.0,5.778,0.7649064129496391,649685.5003413832
Wind energy,Sweden,2016,SWE,120000.0,15479.0,0.5910965255629934,1097949974.3027492
Wind energy,Thailand,2016,THA,150000.0,340.336,0.1945829861142829,9933539.274328588
Wind energy,Turkiye,2016,TUR,142000.0,15517.087,0.4609331328138664,1015632212.2738553
Wind energy,Uruguay,2016,URY,189000.0,2985.778,0.9055903975348149,511035566.4484631
Wind energy,United States,2016,USA,164000.0,229471.0,0.3171558289781316,11935602697.956297
Wind energy,"Venezuela, RB",2016,VEN,10380000.0,97.59,0.8299890454062895,840765789.1696538
Wind energy,Vietnam,2016,VNM,116000.0,370.40099999999995,0.4661130086777475,20027252.045160573
Wind energy,Argentina,2017,ARG,106000.0,611.677,0.4063773875038597,26348600.33315703
Wind energy,Armenia,2017,ARM,80000.0,2.1,0.1173691606087914,19718.018982276957
Wind energy,Australia,2017,AUS,172000.0,12597.0,0.2601300218223482,563619556.2021327
Wind energy,Austria,2017,AUT,89000.0,6571.511,0.5307104552353571,310393693.90107995
Wind energy,Belgium,2017,BEL,167000.0,6520.700000000001,0.408720228840628,445078713.3655809
Wind energy,Bangladesh,2017,BGD,92000.0,5.0809999999999995,0.8369831935667178,391249.4677991493
Wind energy,Bosnia and Herzegovina,2017,BIH,136000.0,0.8,0.3330183343311825,36232.39477523266
Wind energy,Belize,2017,BLZ,194000.0,0.025,0.5466165792143792,2651.090409189739
Wind energy,Brazil,2017,BRA,154000.0,42373.258,0.7595627221283132,4956512667.5565
Wind energy,Canada,2017,CAN,142000.0,31511.0,0.7197737506267561,3220672273.151959
Wind energy,Switzerland,2017,CHE,125000.0,133.0,0.8212234566453397,13652839.966728773
Wind energy,Chile,2017,CHL,99000.0,3625.559,0.6691689272026028,240185031.22743443
Wind energy,China,2017,CHN,154000.0,305015.476,0.423665173134048,19900562905.008026
Wind energy,Colombia,2017,COL,144000.0,3.071,0.5927350691977554,262121.67324090822
Wind energy,Costa Rica,2017,CRI,146000.0,1287.692,0.3210597170906438,60360200.266103245
Wind energy,Germany,2017,DEU,338000.0,105693.0,0.759701648023783,27139759444.187263
Wind energy,Dominican Republic,2017,DOM,213000.0,377.91,0.2795228741508486,22500146.235883955
Wind energy,Ecuador,2017,ECU,125000.0,73.39899999999999,0.5187855557610548,4759792.6259132065
Wind energy,"Egypt, Arab Rep.",2017,EGY,121000.0,2212.445,0.2600859132695571,69626519.1844235
Wind energy,Spain,2017,ESP,191000.0,49127.0,0.1548387058108135,1452891370.1702564
Wind energy,Ethiopia,2017,ETH,41000.0,782.011,0.3498124537234944,11215844.656699305
Wind energy,Finland,2017,FIN,118000.0,4795.192,0.657866188284177,372242172.6094319
Wind energy,France,2017,FRA,136000.0,24609.437,0.4430389745071473,1482799803.5082417
Wind energy,United Kingdom,2017,GBR,161000.0,49641.122,0.3586452300891656,2866371811.073469
Wind energy,Georgia,2017,GEO,74000.0,87.8,0.2744276500864694,1783011.328141809
Wind energy,Ghana,2017,GHA,245000.0,0.035,0.8119468774329317,6962.444473987391
Wind energy,Guatemala,2017,GTM,123000.0,218.055,0.0747654296509476,2005266.0187920975
Wind energy,Honduras,2017,HND,211000.0,580.15,0.3983110939522128,48757918.223995395
Wind energy,Croatia,2017,HRV,171000.0,1204.0,0.0874592333879081,18006456.806836072
Wind energy,Indonesia,2017,IDN,112000.0,5.7,0.3021615591811912,192899.93938127247
Wind energy,India,2017,IND,176000.0,47669.778,0.0985857078702651,827122350.2341168
Wind energy,Ireland,2017,IRL,206000.0,7444.037,0.708335481846083,1086212360.2666645
Wind energy,Iceland,2017,ISL,94000.0,8.127,0.6708779227147668,512509.1385228735
Wind energy,Italy,2017,ITA,202000.0,17741.909,0.4939956564680049,1770414048.6570222
Wind energy,Japan,2017,JPN,217000.0,6490.0,0.7319175176688613,1030781397.6585875
Wind energy,Kazakhstan,2017,KAZ,60000.0,339.8,0.2411408420428163,4916379.487568938
Wind energy,Kenya,2017,KEN,202000.0,56.227000000000004,0.7786735855287586,8844060.898092154
Wind energy,Cambodia,2017,KHM,175000.0,0.3,0.1489209400983071,7818.349355161121
Wind energy,"Korea, Rep.",2017,KOR,87000.0,2169.0,0.2154033800104521,40647264.01811234
Wind energy,Lebanon,2017,LBN,133000.0,6.0,0.3216388433172912,256667.79696719837
Wind energy,Sri Lanka,2017,LKA,201000.0,367.2,0.4121517114420767,30419763.79674764
Wind energy,Lithuania,2017,LTU,91000.0,1363.8,0.5549164888561408,68868354.78268243
Wind energy,Latvia,2017,LVA,74000.0,150.0,0.5680267023441278,6305096.396019818
Wind energy,Madagascar,2017,MDG,142000.0,0.465,0.6319283664929428,41726.230039529015
Wind energy,Mauritius,2017,MUS,203000.0,14.607,0.7073403383920173,2097420.425547116
Wind energy,Namibia,2017,NAM,153000.0,21.596,0.6763847943869551,2234902.520995844
Wind energy,Norway,2017,NOR,101000.0,2854.0,0.4939111502645912,142371864.70836946
Wind energy,Nepal,2017,NPL,133000.0,0.121,0.5404606164105249,8697.632699894577
Wind energy,New Zealand,2017,NZL,122000.0,2091.0,0.8079244721287104,206103148.6889783
Wind energy,Pakistan,2017,PAK,188000.0,1728.772,0.7653766335599924,248754398.38792172
Wind energy,Panama,2017,PAN,212000.0,483.5,0.5526864270653692,56651464.14705447
Wind energy,Peru,2017,PER,122000.0,1073.432,0.6937122495422794,90847657.1489815
Wind energy,Philippines,2017,PHL,177000.0,1093.558,0.6449716710354904,124840565.7222585
Wind energy,Poland,2017,POL,141000.0,14909.041,0.2491375951936768,523730769.6151342
Wind energy,Romania,2017,ROU,80000.0,7406.702,0.1991096955296483,117979694.40790698
Wind energy,Russian Federation,2017,RUS,78000.0,140.1,0.3225149011403059,3524378.3366810344
Wind energy,Slovak Republic,2017,SVK,129000.0,6.0,0.3780865175179724,292638.96455891064
Wind energy,Slovenia,2017,SVN,138000.0,5.716,0.7101670351056294,560185.4386276013
Wind energy,Sweden,2017,SWE,110000.0,17609.0,0.6161363703171361,1193449987.9405894
Wind energy,Thailand,2017,THA,126000.0,1114.893,0.4272800562371719,60022814.511042096
Wind energy,Turkiye,2017,TUR,121000.0,17903.815,0.2203645128333634,477389221.91037333
Wind energy,Uruguay,2017,URY,176000.0,3760.388,0.9141008429727512,604977795.9640127
Wind energy,United States,2017,USA,166000.0,257249.0,0.4114082398923744,17568503478.47619
Wind energy,"Venezuela, RB",2017,VEN,7046000.0,95.22,0.8186508954903838,549249357.0405158
Wind energy,Vietnam,2017,VNM,120000.0,370.86299999999994,0.5932588237762906,26402129.65945757
Wind energy,Argentina,2018,ARG,155000.0,1412.997,0.4551857564691809,99692296.7917209
Wind energy,Armenia,2018,ARM,76000.0,1.9,0.1185525715731646,17118.991335164967
Wind energy,Australia,2018,AUS,231000.0,15164.0,0.2100098741275956,735640227.9235686
Wind energy,Austria,2018,AUT,98000.0,6030.429,0.5175799851769665,305880476.5382134
Wind energy,Belgium,2018,BEL,158000.0,7574.1,0.4641414053572919,555441640.094033
Wind energy,Bangladesh,2018,BGD,92000.0,5.0809999999999995,0.8151099715868859,381024.786438233
Wind energy,Bulgaria,2018,BGR,124000.0,1318.123,0.0898985587470302,14693672.385962652
Wind energy,Bosnia and Herzegovina,2018,BIH,162000.0,103.0,0.6126836758082355,10223239.814536216
Wind energy,Belize,2018,BLZ,195000.0,0.025,0.3267375700560999,1592.845654023487
Wind energy,Bolivia,2018,BOL,170000.0,58.84,0.03043362775136,304421.49167130387
Wind energy,Brazil,2018,BRA,163000.0,48475.141,0.7509118545394333,5933290958.461395
Wind energy,Canada,2018,CAN,133000.0,33468.0,0.7194997173777491,3202668799.9794016
Wind energy,Switzerland,2018,CHE,123000.0,122.0,0.8270717995251338,12411039.423674159
Wind energy,Chile,2018,CHL,97000.0,3587.895,0.6986335380621828,243142506.47042465
Wind energy,China,2018,CHN,155000.0,366452.204,0.4403324896210486,25010925753.738262
Wind energy,Colombia,2018,COL,132000.0,43.437,0.5869980744990342,3365661.46778592
Wind energy,Costa Rica,2018,CRI,144000.0,1798.888,0.2917829951283062,75583429.70981306
Wind energy,Germany,2018,DEU,322000.0,109951.0,0.7359239694310842,26054815588.859318
Wind energy,Dominican Republic,2018,DOM,204000.0,492.41,0.1253277934559431,12589382.390230754
Wind energy,Ecuador,2018,ECU,117000.0,80.258,0.4550875719192946,4273356.946610553
Wind energy,"Egypt, Arab Rep.",2018,EGY,80000.0,2346.445,0.3907968534835037,73358665.82976799
Wind energy,Spain,2018,ESP,248000.0,50896.0,0.5819170381718902,7345077894.549538
Wind energy,Ethiopia,2018,ETH,39000.0,532.524,0.4310772213088063,8952799.68180978
Wind energy,Finland,2018,FIN,113000.0,5838.668,0.6542020546418227,431622552.0227751
Wind energy,France,2018,FRA,130000.0,28598.595,0.6047560844718008,2248372663.3673267
Wind energy,United Kingdom,2018,GBR,172000.0,56907.615000000005,0.3798420678171765,3717935858.856729
Wind energy,Georgia,2018,GEO,65000.0,84.3,0.3933273425876038,2155237.173708775
Wind energy,Ghana,2018,GHA,222000.0,0.035,0.8340752048800595,6480.764341918063
Wind energy,Greece,2018,GRC,195000.0,6300.259,0.0973348677170265,119580800.8878611
Wind energy,Honduras,2018,HND,172000.0,930.529,0.3855929132523751,61714526.73184093
Wind energy,Croatia,2018,HRV,176000.0,1335.4,0.4434047933775468,104213605.9494422
Wind energy,Indonesia,2018,IDN,107000.0,7.7,0.2342450352333443,192994.48452875236
Wind energy,India,2018,IND,170000.0,55008.662,0.1259201794261402,1177539100.135423
Wind energy,Ireland,2018,IRL,197000.0,8639.767,0.7296183857326946,1241835371.7743812
Wind energy,Iceland,2018,ISL,100000.0,4.363,0.6394886998264281,279008.9197342706
Wind energy,Italy,2018,ITA,193000.0,17716.434,0.6459458577780947,2208664431.2815075
Wind energy,Japan,2018,JPN,186000.0,7481.0,0.7393899083618838,1028835918.228677
Wind energy,Kazakhstan,2018,KAZ,50000.0,460.583,0.1692092005165428,3896744.060075542
Wind energy,Kenya,2018,KEN,215000.0,58.266999999999996,0.8181463417206476,10249250.572002947
Wind energy,Cambodia,2018,KHM,180000.0,0.3,0.3276976158166351,17695.67125409829
Wind energy,"Korea, Rep.",2018,KOR,85000.0,2465.0,0.3555842001775682,74503779.54220498
